IMEI 1,Product Model,Color,Distributor,Verification Time
862498067029630,OPPO A17 (4+64GB),Midnight Black,KASHISH COMMUNICATION ! GREATER NOIDA,2023-03-11 07:17:12
864397065279999,OPPO A57 (4+64GB),Gold,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-11 10:05:20
866102052414973,OPPO A55 (4+128GB),Starry Black,Noor Communication ! GREATER NOIDA,2023-03-11 10:20:11
862611060558534,OPPO A17 (4+64GB),Sunlight Orange,I Store ! GREATER NOIDA,2023-03-11 10:58:08
867443062248335,OPPO A77 (4+128GB),Sky Blue,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-11 11:22:36
867443062248350,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-11 11:51:45
862611064710412,OPPO A17 (4+64GB),Lake Blue,SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA,2023-03-11 12:33:03
864397060043713,OPPO A57 (4+64GB),Glowing Black,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-11 13:00:30
862611061367950,OPPO A17 (4+64GB),Lake Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-11 13:33:04
867426066094672,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-11 13:33:19
862498069371733,OPPO A17 (4+64GB),Midnight Black,SHIV SHAKTI ELECTRONICS ! GREATER NOIDA,2023-03-11 13:39:29
863534060338674,OPPO F21s Pro (8+128GB),Dawnlight Gold,POOJA COMMUNICATION (G.NOIDA) ! GREATER NOIDA,2023-03-11 13:42:42
867426066086413,OPPO Reno8 T 5G (8+128GB),Midnight Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-11 13:44:08
864904060213392,OPPO F21s Pro 5G (8+128GB),Dawnlight Gold,Jai Ambey Communication ! GREATER NOIDA,2023-03-11 13:45:39
867426064654055,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,Jai Ambey Communication ! GREATER NOIDA,2023-03-11 13:46:34
